
================================================================================
       Inexact Proximal Gradient Type Method   (version:0.1 (2021-09-17))  
================================================================================
Problem Summary: Excuted at 2021-10-1 21:44
Dataset:.......................................mushrooms
Data Size:......................................n=8124, p=112
Loss Function:..................................Logistic
Regularizer:....................................Overlapping Group L1
Penalty Parameter:..............................lambda=0.0095
Number of groups:..............................13

Algorithm Parameters:
Termination Conditions: accuracy: 1e-06 | optim scaled: False | time limits:3600.0 | iteration limits:100000
    14 3.455e-01 2.762e+00 | 8.815e-02    1 desired 3.025e-01    0 +3.599e-05 +3.371e-03    5     8 |    0   1.000e+00 8.815e-02 |
    15 3.431e-01 3.038e+00 | 9.082e-02    1 desired 3.025e-01    0 +9.242e-06 +3.669e-03    5     8 |    0   1.000e+00 9.082e-02 |
    16 3.409e-01 3.342e+00 | 9.618e-02    1 desired 3.025e-01    0 +4.876e-06 +4.197e-03    5     8 |    0   1.000e+00 9.618e-02 |
    17 3.388e-01 3.676e+00 | 1.040e-01    1 desired 3.025e-01    0 +6.854e-05 +4.982e-03    5     8 |    0   1.000e+00 1.040e-01 |
    18 3.368e-01 4.044e+00 | 1.184e-01    1 desired 3.025e-01    0 +5.202e-04 +6.522e-03    5     8 |    0   1.000e+00 1.184e-01 |
    19 3.350e-01 4.448e+00 | 1.398e-01    1 desired 3.025e-01    0 +3.074e-03 +9.137e-03    5     8 |    0   1.000e+00 1.398e-01 |
    20 3.336e-01 4.893e+00 | 3.332e-01    1 desired 3.025e-01    0 +3.396e-02 +5.192e-02    2    11 |   52   2.220e-16 7.195e-17 |
    21 3.336e-01 3.914e+00 | 2.416e-01    1 desired 3.025e-01    0 +2.180e-02 +2.706e-02    3    10 |   48   3.553e-15 8.771e-16 |
    22 3.336e-01 3.131e+00 | 1.197e-01    1 desired 3.025e-01    0 +3.093e-03 +6.417e-03    5     8 |    0   1.000e+00 1.197e-01 |
    23 3.319e-01 3.444e+00 | 1.068e-01    2 desired 1.664e-01    1 +7.854e-05 +5.206e-03    5     8 |    0   1.000e+00 1.068e-01 |
    24 3.305e-01 3.789e+00 | 1.079e-01    1 desired 1.664e-01    0 +5.999e-04 +5.383e-03    6     7 |    0   1.000e+00 1.079e-01 |
    25 3.294e-01 4.168e+00 | 1.171e-01    1 desired 1.664e-01    0 +1.895e-04 +6.390e-03    6     7 |    0   1.000e+00 1.171e-01 |
    26 3.284e-01 4.585e+00 | 1.359e-01    1 desired 1.664e-01    0 +3.180e-04 +8.636e-03    6     7 |    0   1.000e+00 1.359e-01 |
    27 3.278e-01 5.043e+00 | 1.728e-01    1 desired 1.664e-01    0 +4.568e-04 +1.395e-02    6     7 |    1   5.000e-01 8.639e-02 |
    28 3.260e-01 4.034e+00 | 6.165e-02    1 desired 1.664e-01    0 +2.935e-04 +1.767e-03    7     6 |    0   1.000e+00 6.165e-02 |
    29 3.252e-01 4.438e+00 | 6.444e-02    1 desired 1.664e-01    0 +2.216e-05 +1.941e-03    7     6 |    0   1.000e+00 6.444e-02 |
    30 3.245e-01 4.882e+00 | 6.788e-02    1 desired 1.664e-01    0 +4.062e-05 +2.155e-03    7     6 |    0   1.000e+00 6.788e-02 |
    31 3.238e-01 5.370e+00 | 7.422e-02    1 desired 1.664e-01    0 +4.633e-05 +2.568e-03    7     6 |    0   1.000e+00 7.422e-02 |
    32 3.231e-01 5.907e+00 | 8.508e-02    1 desired 1.664e-01    0 +1.103e-04 +3.349e-03    7     6 |    0   1.000e+00 8.508e-02 |
    33 3.225e-01 6.498e+00 | 1.066e-01    1 desired 1.664e-01    0 +4.446e-04 +5.194e-03    7     6 |    0   1.000e+00 1.066e-01 |
    34 3.221e-01 7.147e+00 | 1.481e-01    1 desired 1.664e-01    0 +2.149e-03 +9.869e-03    7     6 |    1   5.000e-01 7.405e-02 |
    35 3.213e-01 5.718e+00 | 5.992e-02    1 desired 1.664e-01    0 +1.452e-03 +1.666e-03    8     5 |    0   1.000e+00 5.992e-02 |
    36 3.207e-01 6.290e+00 | 6.494e-02    2 desired 9.151e-02    1 +4.916e-05 +1.936e-03    8     5 |    0   1.000e+00 6.494e-02 |
    37 3.203e-01 6.919e+00 | 7.703e-02    1 desired 9.151e-02    0 +1.370e-04 +2.686e-03    8     5 |    0   1.000e+00 7.703e-02 |
    38 3.200e-01 7.610e+00 | 1.073e-01    1 desired 9.151e-02    0 +1.351e-04 +5.113e-03    8     5 |    1   5.000e-01 5.364e-02 |
    39 3.195e-01 6.088e+00 | 5.657e-02    1 desired 9.151e-02    0 +1.637e-04 +1.476e-03    8     5 |    0   1.000e+00 5.657e-02 |
 Iters.   Obj.    alphak   |  aoptim   its.   Flag  Stepsize  baks    Gap       tarGap    #pz  #pnz | baks    stepsize  |dtaken| |
    40 3.192e-01 6.697e+00 | 6.863e-02    1 desired 9.151e-02    0 +3.615e-05 +2.144e-03    8     5 |    0   1.000e+00 6.863e-02 |
    41 3.189e-01 7.367e+00 | 9.311e-02    1 desired 9.151e-02    0 +1.765e-04 +3.879e-03    8     5 |    0   1.000e+00 9.311e-02 |
    42 3.189e-01 8.104e+00 | 1.481e-01    1 desired 9.151e-02    0 +3.468e-04 +9.613e-03    8     5 |    1   5.000e-01 7.407e-02 |
    43 3.183e-01 6.483e+00 | 6.704e-02    1 desired 9.151e-02    0 +4.171e-04 +2.055e-03    8     5 |    0   1.000e+00 6.704e-02 |
    44 3.182e-01 7.131e+00 | 9.477e-02    1 desired 9.151e-02    0 +1.278e-04 +4.043e-03    8     5 |    1   5.000e-01 4.739e-02 |
    45 3.178e-01 5.705e+00 | 4.125e-02    1 desired 9.151e-02    0 +2.294e-04 +7.895e-04    8     5 |    0   1.000e+00 4.125e-02 |
    46 3.177e-01 6.275e+00 | 4.538e-02    1 desired 9.151e-02    0 +9.932e-06 +9.461e-04    9     4 |    0   1.000e+00 4.538e-02 |
    47 3.174e-01 6.903e+00 | 5.377e-02    1 desired 9.151e-02    0 +1.192e-04 +1.309e-03    9     4 |    0   1.000e+00 5.377e-02 |
    48 3.174e-01 7.593e+00 | 7.172e-02    1 desired 9.151e-02    0 +1.827e-04 +2.287e-03    9     4 |    1   5.000e-01 3.586e-02 |
    49 3.172e-01 6.075e+00 | 3.002e-02    1 desired 9.151e-02    0 +1.173e-04 +4.155e-04    9     4 |    0   1.000e+00 3.002e-02 |
    50 3.171e-01 6.682e+00 | 3.489e-02    1 desired 9.151e-02    0 +1.077e-05 +5.543e-04    9     4 |    0   1.000e+00 3.489e-02 |
    51 3.170e-01 7.350e+00 | 4.241e-02    1 desired 9.151e-02    0 +2.136e-04 +8.050e-04    9     4 |    1   5.000e-01 2.121e-02 |
    52 3.170e-01 5.880e+00 | 1.944e-02    1 desired 9.151e-02    0 +1.282e-05 +1.749e-04   10     3 |    0   1.000e+00 1.944e-02 |
    53 3.169e-01 6.468e+00 | 2.031e-02    1 desired 9.151e-02    0 +6.528e-07 +1.887e-04   10     3 |    0   1.000e+00 2.031e-02 |
    54 3.168e-01 7.115e+00 | 2.066e-02    1 desired 9.151e-02    0 +3.162e-06 +1.921e-04   10     3 |    0   1.000e+00 2.066e-02 |
    55 3.168e-01 7.827e+00 | 2.144e-02    1 desired 9.151e-02    0 +1.045e-06 +2.030e-04   10     3 |    0   1.000e+00 2.144e-02 |
    56 3.167e-01 8.609e+00 | 2.264e-02    1 desired 9.151e-02    0 +1.143e-06 +2.211e-04   10     3 |    0   1.000e+00 2.264e-02 |
    57 3.166e-01 9.470e+00 | 2.461e-02    1 desired 9.151e-02    0 +1.754e-06 +2.543e-04   10     3 |    0   1.000e+00 2.461e-02 |
    58 3.166e-01 1.042e+01 | 2.889e-02    1 desired 9.151e-02    0 +4.145e-06 +3.398e-04   10     3 |    0   1.000e+00 2.889e-02 |
    59 3.166e-01 1.146e+01 | 4.026e-02    1 desired 9.151e-02    0 +2.172e-05 +6.377e-04   10     3 |    1   5.000e-01 2.013e-02 |
    60 3.165e-01 9.167e+00 | 2.237e-02    1 desired 9.151e-02    0 +2.096e-05 +2.122e-04   10     3 |    0   1.000e+00 2.237e-02 |
    61 3.165e-01 1.008e+01 | 2.756e-02    1 desired 9.151e-02    0 +2.159e-05 +3.126e-04   10     3 |    0   1.000e+00 2.756e-02 |
    62 3.165e-01 1.109e+01 | 4.036e-02    1 desired 9.151e-02    0 +5.169e-05 +6.485e-04   10     3 |    1   5.000e-01 2.018e-02 |
    63 3.164e-01 8.874e+00 | 1.979e-02    1 desired 9.151e-02    0 +3.489e-05 +1.676e-04   10     3 |    0   1.000e+00 1.979e-02 |
    64 3.164e-01 9.761e+00 | 2.444e-02    1 desired 9.151e-02    0 +2.750e-05 +2.485e-04   10     3 |    0   1.000e+00 2.444e-02 |
    65 3.164e-01 1.074e+01 | 3.517e-02    1 desired 9.151e-02    0 +5.248e-05 +4.984e-04   10     3 |    1   5.000e-01 1.759e-02 |
    66 3.164e-01 8.590e+00 | 1.645e-02    1 desired 9.151e-02    0 +2.856e-05 +1.169e-04   10     3 |    0   1.000e+00 1.645e-02 |
    67 3.163e-01 9.449e+00 | 1.959e-02    1 desired 9.151e-02    0 +1.868e-05 +1.613e-04   10     3 |    0   1.000e+00 1.959e-02 |
    68 3.163e-01 1.039e+01 | 2.668e-02    1 desired 9.151e-02    0 +2.885e-05 +2.901e-04   10     3 |    0   1.000e+00 2.668e-02 |
    69 3.163e-01 1.143e+01 | 4.371e-02    1 desired 9.151e-02    0 +8.148e-05 +7.521e-04   10     3 |    1   5.000e-01 2.185e-02 |
    70 3.163e-01 9.146e+00 | 1.941e-02    1 desired 9.151e-02    0 +5.574e-05 +1.599e-04   10     3 |    0   1.000e+00 1.941e-02 |
    71 3.163e-01 1.006e+01 | 2.679e-02    1 desired 9.151e-02    0 +5.524e-05 +2.957e-04   10     3 |    1   5.000e-01 1.340e-02 |
    72 3.163e-01 8.049e+00 | 1.129e-02    1 desired 9.151e-02    0 +1.922e-05 +5.588e-05   10     3 |    0   1.000e+00 1.129e-02 |
    73 3.163e-01 8.854e+00 | 1.263e-02    1 desired 9.151e-02    0 +7.945e-06 +6.828e-05   10     3 |    0   1.000e+00 1.263e-02 |
    74 3.163e-01 9.739e+00 | 1.544e-02    1 desired 9.151e-02    0 +8.815e-06 +9.928e-05   10     3 |    0   1.000e+00 1.544e-02 |
    75 3.162e-01 1.071e+01 | 2.181e-02    1 desired 9.151e-02    0 +1.718e-05 +1.917e-04   10     3 |    1   5.000e-01 1.090e-02 |
    76 3.162e-01 8.570e+00 | 1.033e-02    1 desired 9.151e-02    0 +9.817e-06 +4.612e-05   10     3 |    0   1.000e+00 1.033e-02 |
    77 3.162e-01 9.427e+00 | 1.210e-02    1 desired 9.151e-02    0 +6.218e-06 +6.157e-05   10     3 |    0   1.000e+00 1.210e-02 |
    78 3.162e-01 1.037e+01 | 1.608e-02    1 desired 9.151e-02    0 +9.578e-06 +1.054e-04   10     3 |    0   1.000e+00 1.608e-02 |
    79 3.162e-01 1.141e+01 | 2.557e-02    1 desired 9.151e-02    0 +2.696e-05 +2.576e-04   10     3 |    1   5.000e-01 1.278e-02 |
 Iters.   Obj.    alphak   |  aoptim   its.   Flag  Stepsize  baks    Gap       tarGap    #pz  #pnz | baks    stepsize  |dtaken| |
    80 3.162e-01 9.126e+00 | 1.154e-02    1 desired 9.151e-02    0 +1.830e-05 +5.652e-05   10     3 |    0   1.000e+00 1.154e-02 |
    81 3.162e-01 1.004e+01 | 1.545e-02    1 desired 9.151e-02    0 +1.778e-05 +9.840e-05   10     3 |    1   5.000e-01 7.725e-03 |
    82 3.162e-01 8.031e+00 | 6.983e-03    1 desired 9.151e-02    0 +6.028e-06 +2.140e-05   10     3 |    0   1.000e+00 6.983e-03 |
    83 3.162e-01 8.834e+00 | 7.687e-03    1 desired 9.151e-02    0 +2.449e-06 +2.532e-05   10     3 |    0   1.000e+00 7.687e-03 |
    84 3.162e-01 9.717e+00 | 9.094e-03    1 desired 9.151e-02    0 +2.643e-06 +3.445e-05   10     3 |    0   1.000e+00 9.094e-03 |
    85 3.162e-01 1.069e+01 | 1.221e-02    1 desired 9.151e-02    0 +5.039e-06 +6.018e-05   10     3 |    0   1.000e+00 1.221e-02 |
    86 3.162e-01 1.176e+01 | 2.010e-02    1 desired 9.151e-02    0 +1.657e-05 +1.574e-04   10     3 |    1   5.000e-01 1.005e-02 |
    87 3.162e-01 9.406e+00 | 9.292e-03    1 desired 9.151e-02    0 +1.229e-05 +3.633e-05   10     3 |    0   1.000e+00 9.292e-03 |
    88 3.162e-01 1.035e+01 | 1.308e-02    1 desired 9.151e-02    0 +1.405e-05 +6.978e-05   10     3 |    1   5.000e-01 6.539e-03 |
    89 3.162e-01 8.277e+00 | 5.626e-03    1 desired 9.151e-02    0 +5.339e-06 +1.379e-05   10     3 |    0   1.000e+00 5.626e-03 |
    90 3.162e-01 9.105e+00 | 6.434e-03    1 desired 9.151e-02    0 +2.647e-06 +1.758e-05   10     3 |    0   1.000e+00 6.434e-03 |
    91 3.162e-01 1.002e+01 | 8.110e-03    1 desired 9.151e-02    0 +3.287e-06 +2.713e-05   10     3 |    0   1.000e+00 8.110e-03 |
    92 3.162e-01 1.102e+01 | 1.205e-02    1 desired 9.151e-02    0 +6.741e-06 +5.791e-05   10     3 |    1   5.000e-01 6.023e-03 |
    93 3.162e-01 8.814e+00 | 5.459e-03    1 desired 9.151e-02    0 +3.926e-06 +1.278e-05   10     3 |    0   1.000e+00 5.459e-03 |
    94 3.162e-01 9.695e+00 | 6.730e-03    1 desired 9.151e-02    0 +2.934e-06 +1.888e-05   10     3 |    0   1.000e+00 6.730e-03 |
    95 3.162e-01 1.066e+01 | 9.567e-03    1 desired 9.151e-02    0 +5.037e-06 +3.696e-05   10     3 |    1   5.000e-01 4.783e-03 |
    96 3.162e-01 8.532e+00 | 4.343e-03    1 desired 9.151e-02    0 +2.413e-06 +8.155e-06   10     3 |    0   1.000e+00 4.343e-03 |
    97 3.162e-01 9.385e+00 | 5.077e-03    1 desired 9.151e-02    0 +1.500e-06 +1.085e-05   10     3 |    0   1.000e+00 5.077e-03 |
    98 3.162e-01 1.032e+01 | 6.692e-03    1 desired 9.151e-02    0 +2.118e-06 +1.829e-05   10     3 |    0   1.000e+00 6.692e-03 |
    99 3.162e-01 1.136e+01 | 1.048e-02    1 desired 9.151e-02    0 +5.394e-06 +4.338e-05   10     3 |    1   5.000e-01 5.242e-03 |
   100 3.162e-01 9.085e+00 | 4.671e-03    1 desired 9.151e-02    0 +3.402e-06 +9.272e-06   10     3 |    0   1.000e+00 4.671e-03 |
   101 3.161e-01 9.993e+00 | 6.133e-03    1 desired 9.151e-02    0 +3.178e-06 +1.553e-05   10     3 |    0   1.000e+00 6.133e-03 |
   102 3.161e-01 1.099e+01 | 9.506e-03    1 desired 9.151e-02    0 +5.994e-06 +3.610e-05   10     3 |    1   5.000e-01 4.753e-03 |
   103 3.161e-01 8.794e+00 | 3.917e-03    1 desired 9.151e-02    0 +3.141e-06 +6.583e-06   10     3 |    0   1.000e+00 3.917e-03 |
   104 3.161e-01 9.673e+00 | 4.992e-03    1 desired 9.151e-02    0 +2.330e-06 +1.039e-05   10     3 |    0   1.000e+00 4.992e-03 |
   105 3.161e-01 1.064e+01 | 7.339e-03    1 desired 9.151e-02    0 +3.772e-06 +2.177e-05   10     3 |    1   5.000e-01 3.670e-03 |
   106 3.161e-01 8.513e+00 | 3.022e-03    1 desired 9.151e-02    0 +1.695e-06 +3.950e-06   10     3 |    0   1.000e+00 3.022e-03 |
   107 3.161e-01 9.364e+00 | 3.618e-03    1 desired 9.151e-02    0 +1.039e-06 +5.514e-06   10     3 |    0   1.000e+00 3.618e-03 |
   108 3.161e-01 1.030e+01 | 4.930e-03    1 desired 9.151e-02    0 +1.423e-06 +9.931e-06   10     3 |    1   5.000e-01 2.465e-03 |
   109 3.161e-01 8.240e+00 | 2.248e-03    1 desired 9.151e-02    0 +5.828e-07 +2.204e-06   10     3 |    0   1.000e+00 2.248e-03 |
   110 3.161e-01 9.064e+00 | 2.524e-03    1 desired 9.151e-02    0 +2.718e-07 +2.710e-06   10     3 |    0   1.000e+00 2.524e-03 |
   111 3.161e-01 9.971e+00 | 3.058e-03    1 desired 9.151e-02    0 +3.468e-07 +3.863e-06   10     3 |    0   1.000e+00 3.058e-03 |
   112 3.161e-01 1.097e+01 | 4.322e-03    1 desired 9.151e-02    0 +7.147e-07 +7.468e-06   10     3 |    1   5.000e-01 2.161e-03 |
   113 3.161e-01 8.774e+00 | 2.107e-03    1 desired 9.151e-02    0 +4.264e-07 +1.905e-06   10     3 |    0   1.000e+00 2.107e-03 |
   114 3.161e-01 9.651e+00 | 2.494e-03    1 desired 9.151e-02    0 +3.051e-07 +2.597e-06   10     3 |    0   1.000e+00 2.494e-03 |
   115 3.161e-01 1.062e+01 | 3.347e-03    1 desired 9.151e-02    0 +5.212e-07 +4.529e-06   10     3 |    0   1.000e+00 3.347e-03 |
   116 3.161e-01 1.168e+01 | 5.434e-03    1 desired 9.151e-02    0 +1.494e-06 +1.153e-05   10     3 |    1   5.000e-01 2.717e-03 |
   117 3.161e-01 9.343e+00 | 2.457e-03    1 desired 9.151e-02    0 +1.025e-06 +2.544e-06   10     3 |    0   1.000e+00 2.457e-03 |
   118 3.161e-01 1.028e+01 | 3.390e-03    1 desired 9.151e-02    0 +1.107e-06 +4.701e-06   10     3 |    1   5.000e-01 1.695e-03 |
   119 3.161e-01 8.222e+00 | 1.480e-03    1 desired 9.151e-02    0 +3.848e-07 +9.562e-07   10     3 |    0   1.000e+00 1.480e-03 |
 Iters.   Obj.    alphak   |  aoptim   its.   Flag  Stepsize  baks    Gap       tarGap    #pz  #pnz | baks    stepsize  |dtaken| |
   120 3.161e-01 9.044e+00 | 1.666e-03    1 desired 9.151e-02    0 +1.830e-07 +1.181e-06   10     3 |    0   1.000e+00 1.666e-03 |
   121 3.161e-01 9.948e+00 | 2.041e-03    1 desired 9.151e-02    0 +2.140e-07 +1.723e-06   10     3 |    0   1.000e+00 2.041e-03 |
   122 3.161e-01 1.094e+01 | 2.913e-03    1 desired 9.151e-02    0 +4.096e-07 +3.396e-06   10     3 |    1   5.000e-01 1.457e-03 |
   123 3.161e-01 8.754e+00 | 1.381e-03    1 desired 9.151e-02    0 +2.250e-07 +8.191e-07   10     3 |    0   1.000e+00 1.381e-03 |
   124 3.161e-01 9.630e+00 | 1.643e-03    1 desired 9.151e-02    0 +1.599e-07 +1.128e-06   10     3 |    0   1.000e+00 1.643e-03 |
   125 3.161e-01 1.059e+01 | 2.220e-03    1 desired 9.151e-02    0 +2.616e-07 +1.995e-06   10     3 |    0   1.000e+00 2.220e-03 |
   126 3.161e-01 1.165e+01 | 3.618e-03    1 desired 9.151e-02    0 +7.190e-07 +5.115e-06   10     3 |    1   5.000e-01 1.809e-03 |
   127 3.161e-01 9.322e+00 | 1.612e-03    1 desired 9.151e-02    0 +4.804e-07 +1.096e-06   10     3 |    0   1.000e+00 1.612e-03 |
   128 3.161e-01 1.025e+01 | 2.227e-03    1 desired 9.151e-02    0 +5.100e-07 +2.031e-06   10     3 |    1   5.000e-01 1.114e-03 |
   129 3.161e-01 8.203e+00 | 9.587e-04    1 desired 9.151e-02    0 +1.726e-07 +4.014e-07   10     3 |    0   1.000e+00 9.587e-04 |
   130 3.161e-01 9.023e+00 | 1.079e-03    1 desired 9.151e-02    0 +8.105e-08 +4.955e-07   10     3 |    0   1.000e+00 1.079e-03 |
   131 3.161e-01 9.926e+00 | 1.321e-03    1 desired 9.151e-02    0 +9.303e-08 +7.217e-07   10     3 |    0   1.000e+00 1.321e-03 |
   132 3.161e-01 1.092e+01 | 1.881e-03    1 desired 9.151e-02    0 +1.748e-07 +1.416e-06   10     3 |    1   5.000e-01 9.403e-04 |
   133 3.161e-01 8.735e+00 | 8.890e-04    1 desired 9.151e-02    0 +9.450e-08 +3.396e-07   10     3 |    0   1.000e+00 8.890e-04 |
   134 3.161e-01 9.608e+00 | 1.055e-03    1 desired 9.151e-02    0 +6.612e-08 +4.648e-07   10     3 |    0   1.000e+00 1.055e-03 |
   135 3.161e-01 1.057e+01 | 1.417e-03    1 desired 9.151e-02    0 +1.067e-07 +8.132e-07   10     3 |    0   1.000e+00 1.417e-03 |
   136 3.161e-01 1.163e+01 | 2.294e-03    1 desired 9.151e-02    0 +2.890e-07 +2.059e-06   10     3 |    1   5.000e-01 1.147e-03 |
   137 3.161e-01 9.300e+00 | 1.023e-03    1 desired 9.151e-02    0 +1.916e-07 +4.419e-07   10     3 |    0   1.000e+00 1.023e-03 |
   138 3.161e-01 1.023e+01 | 1.403e-03    1 desired 9.151e-02    0 +2.005e-07 +8.062e-07   10     3 |    1   5.000e-01 7.015e-04 |
   139 3.161e-01 8.184e+00 | 6.123e-04    1 desired 9.151e-02    0 +6.708e-08 +1.638e-07   10     3 |    0   1.000e+00 6.123e-04 |
   140 3.161e-01 9.003e+00 | 6.854e-04    1 desired 9.151e-02    0 +3.097e-08 +2.002e-07   10     3 |    0   1.000e+00 6.854e-04 |
   141 3.161e-01 9.903e+00 | 8.311e-04    1 desired 9.151e-02    0 +3.523e-08 +2.860e-07   10     3 |    0   1.000e+00 8.311e-04 |
   142 3.161e-01 1.089e+01 | 1.167e-03    1 desired 9.151e-02    0 +6.539e-08 +5.462e-07   10     3 |    1   5.000e-01 5.837e-04 |
   143 3.161e-01 8.715e+00 | 5.633e-04    1 desired 9.151e-02    0 +3.513e-08 +1.364e-07   10     3 |    0   1.000e+00 5.633e-04 |
   144 3.161e-01 9.586e+00 | 6.612e-04    1 desired 9.151e-02    0 +2.416e-08 +1.829e-07   10     3 |    0   1.000e+00 6.612e-04 |
   145 3.161e-01 1.054e+01 | 8.741e-04    1 desired 9.151e-02    0 +3.869e-08 +3.098e-07   10     3 |    0   1.000e+00 8.741e-04 |
   146 3.161e-01 1.160e+01 | 1.392e-03    1 desired 9.151e-02    0 +1.036e-07 +7.590e-07   10     3 |    1   5.000e-01 6.962e-04 |
   147 3.161e-01 9.280e+00 | 6.310e-04    1 desired 9.151e-02    0 +6.837e-08 +1.682e-07   10     3 |    0   1.000e+00 6.310e-04 |
   148 3.161e-01 1.021e+01 | 8.515e-04    1 desired 9.151e-02    0 +7.052e-08 +2.972e-07   10     3 |    1   5.000e-01 4.258e-04 |
   149 3.161e-01 8.166e+00 | 3.869e-04    1 desired 9.151e-02    0 +2.342e-08 +6.545e-08   10     3 |    0   1.000e+00 3.869e-04 |
   150 3.161e-01 8.983e+00 | 4.294e-04    1 desired 9.151e-02    0 +1.061e-08 +7.863e-08   10     3 |    0   1.000e+00 4.294e-04 |
   151 3.161e-01 9.881e+00 | 5.117e-04    1 desired 9.151e-02    0 +1.200e-08 +1.085e-07   10     3 |    0   1.000e+00 5.117e-04 |
   152 3.161e-01 1.087e+01 | 7.013e-04    1 desired 9.151e-02    0 +2.202e-08 +1.972e-07   10     3 |    0   1.000e+00 7.013e-04 |
   153 3.161e-01 1.196e+01 | 1.170e-03    1 desired 9.151e-02    0 +7.428e-08 +5.301e-07   10     3 |    1   5.000e-01 5.852e-04 |
   154 3.161e-01 9.565e+00 | 5.391e-04    1 desired 9.151e-02    0 +5.304e-08 +1.216e-07   10     3 |    0   1.000e+00 5.391e-04 |
   155 3.161e-01 1.052e+01 | 7.729e-04    1 desired 9.151e-02    0 +6.656e-08 +2.424e-07   10     3 |    1   5.000e-01 3.864e-04 |
   156 3.161e-01 8.417e+00 | 3.233e-04    1 desired 9.151e-02    0 +2.462e-08 +4.537e-08   10     3 |    0   1.000e+00 3.233e-04 |
   157 3.161e-01 9.259e+00 | 3.760e-04    1 desired 9.151e-02    0 +1.419e-08 +5.977e-08   10     3 |    0   1.000e+00 3.760e-04 |
   158 3.161e-01 1.018e+01 | 4.931e-04    1 desired 9.151e-02    0 +1.724e-08 +9.976e-08   10     3 |    0   1.000e+00 4.931e-04 |
   159 3.161e-01 1.120e+01 | 7.581e-04    1 desired 9.151e-02    0 +3.700e-08 +2.280e-07   10     3 |    1   5.000e-01 3.790e-04 |
 Iters.   Obj.    alphak   |  aoptim   its.   Flag  Stepsize  baks    Gap       tarGap    #pz  #pnz | baks    stepsize  |dtaken| |
   160 3.161e-01 8.962e+00 | 3.286e-04    1 desired 9.151e-02    0 +2.056e-08 +4.607e-08   10     3 |    0   1.000e+00 3.286e-04 |
   161 3.161e-01 9.859e+00 | 4.202e-04    1 desired 9.151e-02    0 +1.749e-08 +7.320e-08   10     3 |    0   1.000e+00 4.202e-04 |
   162 3.161e-01 1.084e+01 | 6.300e-04    1 desired 9.151e-02    0 +2.968e-08 +1.593e-07   10     3 |    1   5.000e-01 3.150e-04 |
